NAME,SPECT_TYPE
V2094 Sgr ,                 
AL Sct    ,                 
UX Sct    ,                 
V2097 Sgr ,                 
V401 Sgr  ,                 
V6488 Sgr ,                 
CD Sct    ,                 
V653 Sct  ,                 
BW Sgr    ,                 
V474 Sct  ,                 
SV Sct    ,Se               
AG Sct    ,                 
V1056 Sgr ,                 
ES Sct    ,                 
BL Sct    ,                 
V2086 Sgr ,                 
V2098 Sgr ,                 
AF Sct    ,                 
V491 Sct  ,                 
V2084 Sgr ,                 
V490 Sct  ,                 
V1116 Aql ,                 
V1924 Aql ,                 
V1114 Aql ,                 
V1445 Aql ,C(R8)            
V1188 Aql ,                 
IW Aql    ,                 
AZ Aql    ,                 
V965 Aql  ,                 
V966 Aql  ,M7               
V337 Aql  ,B0.5Vp+B2V       
V1528 Aql ,                 
V846 Aql  ,                 
V1686 Aql ,B6III            
V866 Aql  ,                 
V1731 Aql ,                 
V1363 Aql ,                 
V1365 Aql ,                 
V1920 Aql ,                 
V1520 Aql ,                 
HN Aql    ,                 
HR Aql    ,                 
V1505 Aql ,                 
CI Aql    ,pec(e)           
V1833 Aql ,F5               
V1739 Aql ,                 
V1914 Aql ,                 
V1402 Aql ,WN8              
V1314 Aql ,                 
V1191 Aql ,                 
V1486 Aql ,                 
V914 Aql  ,                 
CM Aql    ,M4pe             
V1922 Aql ,Be+M4            
V1296 Aql ,                 
PZ Aql    ,F5-G3            
BX Sct    ,F6-G0            
EU Sct    ,pec(Nova)        
V799 Aql  ,                 
V1550 Aql ,                 
V1729 Aql ,F2III            
V1728 Aql ,A2               
V1910 Aql ,M5               
V802 Aql  ,                 
V1509 Aql ,                 
FS Sct    ,pec(Nova)        
V1747 Aql ,A0               
V1928 Aql ,A3               
V1443 Aql ,B9V              
V342 Aql  ,A4II             
V1441 Aql ,B3V              
V1448 Aql ,B3p              
R Aql     ,M5e-M9IIIe       
V1638 Aql ,                 
V1450 Aql ,A0               
V487 Aql  ,                 
V1908 Aql ,M6.5             
V881 Aql  ,A8-F3            
V1285 Aql ,M2Ve             
V477 Aql  ,M6.5             
V1182 Aql ,O8Vnn            
V883 Aql  ,M0:              
V1435 Aql ,M1               
V526 Aql  ,                 
V1927 Aql ,                 
V1923 Aql ,M5               
V844 Aql  ,M5-M7ep          
V1838 Aql ,                 
V1418 Aql ,C                
V1665 Aql ,B9V              
V840 Aql  ,M3-M7            
V878 Aql  ,M2-M6            
V480 Aql  ,                 
V476 Aql  ,F3               
DL Sge    ,                 
V411 Sge  ,F0               
V397 Sge  ,                 
V414 Sge  ,                 
V388 Sge  ,                 
U Sge     ,B8V+G2IV-III     
LN Sge    ,                 
SV Sge    ,"C0-3,2-3(R2)     "
V366 Sge  ,                 
IO Sge    ,                 
V336 Sge  ,                 
V338 Aql  ,M3               
V807 Aql  ,                 
KK Sge    ,M7               
II Sge    ,M4               
HY Sge    ,M5               
HZ Sge    ,M7:              
V415 Sge  ,                 
DM Sge    ,A0               
EQ Aql    ,M5               
IX Sge    ,M8               
IZ Sge    ,M9               
MZ Her    ,M6               
V351 Sge  ,                 
V536 Her  ,                 
V361 Sge  ,                 
V360 Sge  ,                 
V1735 Aql ,                 
V1360 Her ,                 
V1736 Aql ,                 
V1002 Her ,                 
V1413 Aql ,M5III+pec(e)     
V1834 Aql ,M6III            
V1684 Aql ,                 
KQ Sge    ,M5               
KL Sge    ,                 
QR Sge    ,                 
LO Sge    ,M4               
V1705 Aql ,M3               
EU Aql    ,M9               
V1521 Aql ,                 
KP Aql    ,F0+F0            
AP Her    ,F2Ib-II-G0       
BW Her    ,                 
V584 Her  ,                 
V1679 Aql ,                 
V1226 Aql ,                 
V1538 Aql ,                 
V1229 Aql ,pec(Nova)        
V363 Aql  ,                 
V1221 Aql ,                 
V367 Aql  ,                 
V1789 Aql ,                 
V1774 Aql ,                 
V1761 Aql ,                 
V1755 Aql ,                 
V1768 Aql ,                 
V851 Aql  ,                 
V1601 Aql ,                 
V6008 Sgr ,                 
V6052 Sgr ,                 
V6050 Sgr ,                 
V3795 Sgr ,pec              
V6154 Sgr ,                 
V1961 Sgr ,                 
V6307 Sgr ,                 
V6330 Sgr ,                 
V6088 Sgr ,                 
V5517 Sgr ,                 
V5529 Sgr ,                 
V5523 Sgr ,                 
V5522 Sgr ,                 
V6146 Sgr ,                 
V5515 Sgr ,                 
V5516 Sgr ,                 
V6116 Sgr ,                 
V6370 Sgr ,                 
V6346 Sgr ,                 
V6325 Sgr ,                 
V1280 Sgr ,"C6-7,3(N)        "
V6209 Sgr ,                 
V3929 Sgr ,pec(e)           
V6282 Sgr ,                 
V3800 Sgr ,                 
V6332 Sgr ,                 
V2531 Sgr ,                 
V5564 Sgr ,M5               
V6331 Sgr ,M5               
V6378 Sgr ,                 
V5821 Sgr ,                 
V6213 Sgr ,                 
V6374 Sgr ,                 
V1828 Sgr ,                 
V6173 Sgr ,                 
V6195 Sgr ,                 
V6046 Sgr ,                 
V6006 Sgr ,                 
V6367 Sgr ,M4:              
V6015 Sgr ,                 
V6004 Sgr ,                 
V6229 Sgr ,                 
V6365 Sgr ,                 
V6344 Sgr ,                 
V6198 Sgr ,                 
V6236 Sgr ,                 
V5635 Sgr ,                 
V6215 Sgr ,                 
V6243 Sgr ,                 
V6023 Sgr ,                 
V3799 Sgr ,M:               
V2318 Sgr ,                 
V1952 Sgr ,                 
V5981 Sgr ,                 
V1601 Sgr ,                 
V1837 Sgr ,M5               
V5794 Sgr ,                 
V5810 Sgr ,                 
V6224 Sgr ,                 
V5824 Sgr ,                 
V5822 Sgr ,                 
V5823 Sgr ,                 
V1185 Sgr ,F0:              
V5764 Sgr ,                 
V1287 Sgr ,                 
V6217 Sgr ,                 
V6310 Sgr ,M3:              
V5772 Sgr ,                 
V3796 Sgr ,M5:              
V5814 Sgr ,                 
V726 Sgr  ,pec(Nova)        
KY Sgr    ,                 
V757 Sgr  ,                 
V755 Sgr  ,                 
V4718 Sgr ,                 
V5741 Sgr ,                 
V5946 Sgr ,                 
V5720 Sgr ,                 
V759 Sgr  ,                 
V749 Sgr  ,                 
V1944 Sgr ,pec(Nova)        
V5744 Sgr ,                 
V748 Sgr  ,                 
V986 Sgr  ,                 
V3894 Sgr ,B3IVe            
V773 Sgr  ,                 
V767 Sgr  ,                 
V752 Sgr  ,                 
V737 Sgr  ,                 
V1592 Sgr ,                 
V5114 Sgr ,pec(Nova)        
V6025 Sgr ,                 
V5753 Sgr ,                 
V5807 Sgr ,                 
V5791 Sgr ,                 
V6044 Sgr ,                 
V6143 Sgr ,                 
V6138 Sgr ,                 
V5829 Sgr ,                 
V5796 Sgr ,                 
V2307 Sgr ,                 
V1591 Sgr ,                 
V5816 Sgr ,                 
V2529 Sgr ,                 
V6000 Sgr ,                 
V6190 Sgr ,                 
V1524 Sgr ,                 
V1522 Sgr ,                 
V1582 Sgr ,                 
V6013 Sgr ,                 
V2522 Sgr ,                 
V4260 Sgr ,                 
V1816 Sgr ,                 
V1571 Sgr ,                 
BN Sgr    ,F6               
V987 Sgr  ,                 
V5919 Sgr ,                 
V5936 Sgr ,                 
V5697 Sgr ,                 
V5892 Sgr ,                 
V4375 Sgr ,                 
V5961 Sgr ,                 
X Sgr     ,F5-G2II          
V5306 Sgr ,                 
V5269 Sgr ,                 
V5309 Sgr ,                 
V5263 Sgr ,                 
V5222 Sgr ,                 
V5319 Sgr ,                 
V5341 Sgr ,                 
V5252 Sgr ,                 
V2499 Sgr ,M7               
V2434 Sgr ,                 
V5187 Sgr ,                 
V3965 Sgr ,                 
V4335 Sgr ,                 
V5284 Sgr ,                 
V5291 Sgr ,                 
V5189 Sgr ,                 
V5267 Sgr ,                 
V5235 Sgr ,                 
V5221 Sgr ,                 
V2433 Sgr ,                 
V5219 Sgr ,                 
V5261 Sgr ,                 
V5304 Sgr ,                 
V5238 Sgr ,                 
V5333 Sgr ,                 
V1734 Sgr ,C(N)             
V2467 Sgr ,                 
V5225 Sgr ,                 
V5280 Sgr ,                 
V5204 Sgr ,                 
V5185 Sgr ,                 
V5194 Sgr ,                 
V4070 Sgr ,                 
V5618 Sgr ,                 
V5940 Sgr ,                 
V5255 Sgr ,                 
V2448 Sgr ,                 
V2476 Sgr ,                 
V3986 Sgr ,                 
V1715 Sgr ,                 
V2498 Sgr ,                 
V3973 Sgr ,                 
V2485 Sgr ,                 
V5876 Sgr ,                 
V5629 Sgr ,                 
V5951 Sgr ,                 
V747 Sgr  ,                 
V4575 Sgr ,                 
V5899 Sgr ,                 
V5922 Sgr ,                 
V5921 Sgr ,                 
V712 Sco  ,                 
V3897 Sgr ,                 
V5455 Sgr ,                 
V1390 Sgr ,                 
V5867 Sgr ,                 
V5460 Sgr ,                 
V1441 Sgr ,M6               
V1344 Sgr ,                 
V748 Sco  ,                 
V4666 Sgr ,                 
V5402 Sgr ,                 
V4701 Sgr ,                 
V5439 Sgr ,M6.5             
V5126 Sgr ,                 
V5484 Sgr ,M6               
V4117 Sgr ,                 
V1501 Sgr ,M5               
V5451 Sgr ,M5               
V5481 Sgr ,M8               
V1417 Sgr ,                 
V5469 Sgr ,M5               
V5151 Sgr ,                 
V1383 Sgr ,                 
V5434 Sgr ,                 
V989 Sgr  ,                 
V5128 Sgr ,                 
V4672 Sgr ,                 
V1397 Sgr ,M6               
V5687 Sgr ,                 
V1717 Sgr ,Ce:(M0:e)        
V5597 Sgr ,                 
V5412 Sgr ,                 
V1408 Sgr ,                 
V5690 Sgr ,                 
V1432 Sgr ,M4e              
V5686 Sgr ,                 
V772 Sgr  ,                 
V5604 Sgr ,                 
V5152 Sgr ,                 
V4042 Sgr ,                 
V5692 Sgr ,                 
V1391 Sgr ,                 
V4105 Sgr ,                 
V5694 Sgr ,                 
V5382 Sgr ,                 
V5142 Sgr ,                 
V4106 Sgr ,                 
V4695 Sgr ,                 
V735 Sgr  ,                 
V5905 Sgr ,                 
V5154 Sgr ,                 
V5875 Sgr ,                 
V5600 Sgr ,                 
V5613 Sgr ,                 
V5265 Sgr ,                 
V5938 Sgr ,                 
V5155 Sgr ,                 
V5966 Sgr ,                 
V4572 Sgr ,                 
V5924 Sgr ,                 
V2425 Sgr ,                 
V3895 Sgr ,A0               
V2443 Sgr ,                 
V5310 Sgr ,                 
V5285 Sgr ,                 
V5332 Sgr ,                 
V992 Sgr  ,                 
V4675 Sgr ,                 
V1490 Sgr ,                 
V1485 Sgr ,                 
UZ PsA    ,                 
YZ PsA    ,                 
V409 And  ,DO               
V1395 Cas ,                 
SV Cas    ,M6.5             
V629 Cas  ,A0p(Si)          
V663 And  ,                 
V374 Lac  ,                 
V366 Aql  ,M7               
V1215 Aql ,                 
V1630 Aql ,                 
V1580 Aql ,                 
V532 Aql  ,                 
V1569 Aql ,                 
V1558 Aql ,                 
V1573 Aql ,                 
V1204 Aql ,                 
V1222 Aql ,                 
FW Aql    ,                 
V869 Aql  ,                 
BR Aql    ,                 
V677 Lyr  ,                 
HP Lyr    ,A6               
V760 Lyr  ,                 
V586 Lyr  ,                 
V554 Lyr  ,                 
V769 Lyr  ,                 
V761 Lyr  ,                 
V755 Lyr  ,                 
ER Lyr    ,M5e              
BU Lyr    ,M7               
V888 Lyr  ,                 
V768 Lyr  ,                 
V752 Lyr  ,                 
V785 Lyr  ,                 
V771 Lyr  ,                 
U Lyr     ,"C4,5e(N0e)       "
UZ Lyr    ,B9V              
V874 Lyr  ,                 
V400 Lyr  ,                 
V404 Lyr  ,                 
V401 Lyr  ,                 
EG Lyr    ,M5III            
NR Lyr    ,                 
V875 Lyr  ,kA2.5hF0mF0      
EF Lyr    ,                 
V398 Lyr  ,M6               
V583 Lyr  ,                 
V706 Lyr  ,                 
V678 Lyr  ,                 
V708 Lyr  ,                 
V696 Lyr  ,                 
V602 Lyr  ,                 
V716 Lyr  ,                 
V526 Lyr  ,                 
V720 Lyr  ,                 
V615 Lyr  ,                 
V632 Lyr  ,                 
V691 Lyr  ,                 
V513 Lyr  ,                 
V694 Lyr  ,                 
V517 Lyr  ,                 
V877 Lyr  ,                 
V746 Lyr  ,                 
V853 Lyr  ,                 
V543 Lyr  ,                 
V547 Lyr  ,                 
V542 Lyr  ,                 
V595 Lyr  ,G5V              
V636 Lyr  ,                 
HL Lyr    ,                 
V865 Lyr  ,                 
V545 Lyr  ,                 
V539 Lyr  ,                 
V497 Lyr  ,                 
V673 Lyr  ,                 
FH Lyr    ,                 
V501 Lyr  ,                 
V890 Lyr  ,                 
V587 Lyr  ,                 
V684 Lyr  ,                 
V686 Lyr  ,                 
V695 Lyr  ,                 
V689 Lyr  ,                 
EN Lyr    ,                 
AD Lyr    ,                 
EK Lyr    ,                 
V496 Lyr  ,                 
XX Lyr    ,                 
iot Lyr   ,                 
NS Lyr    ,                 
V407 Lyr  ,                 
V672 Lyr  ,K0V              
V671 Lyr  ,                 
V745 Lyr  ,B9-A0            
del 2 Lyr ,M4II             
V581 Lyr  ,                 
RT Lyr    ,M5e              
Z Lyr     ,M4e-M5.5:e       
V580 Lyr  ,                 
DP Lyr    ,                 
V581 Dra  ,G0V+K5:V         
V1946 Cyg ,                 
V534 Dra  ,                 
V2469 Cyg ,                 
V1943 Cyg ,                 
TZ Cyg    ,M6               
V2848 Cyg ,A2               
V2280 Cyg ,                 
V838 Cyg  ,                 
V753 Cyg  ,F8               
V2847 Cyg ,                 
V540 Cyg  ,M5e              
V474 Cyg  ,F8               
V413 Dra  ,F5               
AW Dra    ,                 
MU Dra    ,                 
V417 Dra  ,                 
TU Dra    ,M4e              
V412 Dra  ,                 
XX Dra    ,                 
V845 Cyg  ,                 
V2470 Cyg ,                 
SS Lyr    ,M5IIIe           
V839 Cyg  ,                 
V850 Cyg  ,                 
V871 Lyr  ,M7               
WX Dra    ,                 
V2079 Cyg ,                 
V512 Lyr  ,                 
V2281 Cyg ,                 
V366 Lyr  ,                 
FL Lyr    ,G0V              
V538 Lyr  ,                 
V594 Lyr  ,                 
V868 Lyr  ,                 
V350 Lyr  ,                 
V360 Lyr  ,                 
V548 Lyr  ,                 
UY Lyr    ,M                
V540 Lyr  ,                 
V361 Lyr  ,                 
WZ Lyr    ,M9e              
V852 Lyr  ,                 
V596 Lyr  ,                 
V845 Lyr  ,                 
V396 Lyr  ,                 
PU Lyr    ,                 
V555 Lyr  ,                 
V375 Lyr  ,                 
NW Lyr    ,                 
PQ Lyr    ,                 
V440 Lyr  ,                 
QV Lyr    ,                 
V411 Lyr  ,                 
V399 Lyr  ,                 
QX Lyr    ,                 
V439 Lyr  ,                 
V498 Lyr  ,                 
BV Lyr    ,                 
QR Lyr    ,                 
V423 Lyr  ,                 
V418 Lyr  ,                 
ES Lyr    ,                 
V561 Lyr  ,                 
WW Lyr    ,                 
V377 Lyr  ,                 
V431 Lyr  ,                 
V428 Lyr  ,                 
NZ Lyr    ,                 
AB Lyr    ,M4e              
V887 Lyr  ,                 
NV Lyr    ,                 
PZ Lyr    ,                 
RV Lyr    ,A                
V437 Lyr  ,                 
EO Lyr    ,                 
OU Lyr    ,MB               
NP Lyr    ,                 
DI Lyr    ,                 
V861 Lyr  ,                 
NO Lyr    ,                 
FF Lyr    ,                 
V549 Lyr  ,                 
HM Lyr    ,M6               
BH Lyr    ,                 
V470 Lyr  ,DAN              
V471 Lyr  ,B9p(Si)          
V379 Lyr  ,                 
V378 Lyr  ,"C5,4:            "
V415 Lyr  ,                 
BP Lyr    ,                 
PV Lyr    ,                 
V376 Lyr  ,                 
V495 Lyr  ,                 
QQ Lyr    ,                 
V438 Lyr  ,                 
AN Lyr    ,M7e              
EL Lyr    ,                 
V441 Lyr  ,                 
V436 Lyr  ,                 
V369 Lyr  ,                 
V485 Lyr  ,                 
V364 Lyr  ,                 
V487 Lyr  ,                 
V1111 Cyg ,                 
V478 Lyr  ,G6V              
V484 Lyr  ,                 
V413 Lyr  ,                 
V486 Lyr  ,                 
DY Lyr    ,                 
QT Lyr    ,                 
MU Lyr    ,                 
XZ Lyr    ,                 
NX Lyr    ,                 
BR Lyr    ,                 
V433 Lyr  ,                 
V879 Lyr  ,                 
V397 Lyr  ,                 
V460 Lyr  ,                 
DW Lyr    ,                 
V403 Lyr  ,                 
GV Lyr    ,                 
CT Lyr    ,                 
BF Lyr    ,                 
GQ Lyr    ,                 
DE Lyr    ,                 
GT Lyr    ,                 
DS Lyr    ,                 
V359 Lyr  ,                 
GN Lyr    ,                 
DQ Lyr    ,                 
OQ Lyr    ,G6               
DV Lyr    ,                 
SX Lyr    ,                 
V457 Lyr  ,                 
YY Lyr    ,                 
DN Lyr    ,                 
V867 Lyr  ,                 
V869 Lyr  ,                 
SW Lyr    ,                 
DT Lyr    ,                 
DU Lyr    ,A                
V488 Lyr  ,                 
V1503 Cyg ,M8:e             
V2279 Cyg ,                 
V475 Cyg  ,M5III            
MV Lyr    ,Op+M5V           
V675 Lyr  ,G2V              
V2851 Cyg ,M8               
V734 Cyg  ,Se(M7-M8)        
V676 Lyr  ,                 
V2277 Cyg ,                 
V365 Lyr  ,                 
V816 Lyr  ,                 
HQ Lyr    ,M5e-M10          
V799 Lyr  ,                 
V803 Lyr  ,                 
V796 Lyr  ,                 
RR Lyr    ,A5.0-F7.0        
V812 Lyr  ,                 
V809 Lyr  ,                 
V589 Lyr  ,                 
V794 Lyr  ,                 
V802 Lyr  ,                 
V821 Lyr  ,                 
V814 Lyr  ,                 
V882 Lyr  ,                 
V792 Lyr  ,                 
V791 Lyr  ,                 
V482 Lyr  ,                 
V818 Lyr  ,                 
V787 Lyr  ,                 
V788 Lyr  ,                 
V368 Lyr  ,                 
V889 Lyr  ,                 
V822 Lyr  ,                 
V455 Lyr  ,                 
V747 Lyr  ,                 
V810 Lyr  ,                 
ST Lyr    ,M4IIIe           
V886 Lyr  ,                 
V793 Lyr  ,                 
V864 Lyr  ,                 
R Lyr     ,M5III            
V362 Lyr  ,                 
V348 Lyr  ,                 
V815 Lyr  ,                 
V801 Lyr  ,                 
V370 Lyr  ,                 
NQ Lyr    ,                 
V597 Lyr  ,                 
V819 Lyr  ,                 
V880 Lyr  ,                 
V786 Lyr  ,                 
V797 Lyr  ,                 
V367 Lyr  ,                 
FN Lyr    ,                 
V857 Lyr  ,                 
V351 Lyr  ,                 
V355 Lyr  ,                 
V579 Lyr  ,                 
V476 Lyr  ,                 
V781 Lyr  ,                 
V588 Lyr  ,                 
V757 Lyr  ,                 
V759 Lyr  ,                 
V551 Lyr  ,                 
V552 Lyr  ,                 
RU Lyr    ,M6e:-M8e         
V550 Lyr  ,                 
V453 Lyr  ,                 
V798 Lyr  ,                 
HO Lyr    ,M2e              
V807 Lyr  ,                 
V806 Lyr  ,                 
V805 Lyr  ,                 
V372 Lyr  ,                 
V808 Lyr  ,                 
FP Lyr    ,                 
V820 Lyr  ,                 
V804 Lyr  ,                 
V789 Lyr  ,                 
V758 Lyr  ,                 
V779 Lyr  ,                 
V767 Lyr  ,                 
V777 Lyr  ,                 
V753 Lyr  ,                 
V744 Lyr  ,                 
V354 Lyr  ,                 
V546 Lyr  ,                 
V345 Lyr  ,                 
V854 Lyr  ,                 
V352 Lyr  ,                 
V858 Lyr  ,                 
V855 Lyr  ,                 
MY Lyr    ,                 
V578 Lyr  ,                 
V582 Lyr  ,                 
V541 Lyr  ,                 
V1121 Cyg ,                 
V1945 Cyg ,                 
V1108 Cyg ,                 
V2842 Cyg ,                 
V1918 Cyg ,                 
V2853 Cyg ,M6III            
V2278 Cyg ,                 
V2843 Cyg ,                 
V1106 Cyg ,                 
V2282 Cyg ,                 
V2849 Cyg ,                 
CF Dra    ,A7               
V578 Dra  ,                 
BZ Dra    ,                 
EG Dra    ,                 
V579 Dra  ,                 
V419 Dra  ,                 
V1116 Cyg ,                 
V1762 Cyg ,                 
V2276 Cyg ,                 
EH Dra    ,                 
CG Dra    ,                 
CX Dra    ,B2.5Ve           
HR Dra    ,                 
V2080 Cyg ,                 
CH Cyg    ,M7IIIab+Be       
V2365 Cyg ,A5               
V2844 Cyg ,                 
V2077 Cyg ,                 
V2081 Cyg ,                 
V1104 Cyg ,                 
V2363 Cyg ,                 
V1119 Cyg ,                 
V2496 Cyg ,                 
V1944 Cyg ,                 
V2845 Cyg ,                 
V2850 Cyg ,                 
V2854 Cyg ,                 
CC Dra    ,                 
LU Dra    ,                 
CD Dra    ,                 
LV Dra    ,                 
DT Dra    ,                 
V415 Dra  ,                 
HP Dra    ,                 
BG Dra    ,                 
XZ Dra    ,A6-F6            
V420 Dra  ,                 
HT Dra    ,                 
KY Dra    ,                 
V414 Dra  ,                 
AM Dra    ,                 
V530 Dra  ,                 
AD Dra    ,                 
KO Dra    ,                 
V573 Dra  ,                 
HO Dra    ,                 
RR Dra    ,A2               
KN Dra    ,                 
DD Dra    ,B9               
IZ Dra    ,                 
V533 Dra  ,                 
V527 Dra  ,                 
V531 Dra  ,                 
KL Dra    ,                 
KM Dra    ,                 
KK Dra    ,                 
MV Dra    ,G8V              
V409 Dra  ,                 
RX Dra    ,F                
omi Dra   ,                 
V584 Dra  ,                 
XZ Cyg    ,A5-F5            
CH Dra    ,                 
V582 Dra  ,                 
V422 Dra  ,                 
V585 Dra  ,M4III            
DG Dra    ,A5V              
EQ Dra    ,                 
NQ Dra    ,                 
V2846 Cyg ,                 
V1947 Cyg ,                 
V1817 Cyg ,                 
CE Dra    ,                 
V423 Dra  ,                 
V411 Dra  ,A2               
BH Dra    ,A2V+Ap           
V408 Dra  ,                 
HN Dra    ,                 
TT Sge    ,M6               
DO Vul    ,                 
VW Sge    ,                 
EK Sge    ,                 
V405 Sge  ,                 
CX Vul    ,                 
CV Vul    ,M3               
V520 Vul  ,                 
CZ Vul    ,M1               
QZ Sge    ,                 
QU Sge    ,                 
Z Sge     ,M6IIIe           
AC Sge    ,                 
V408 Vul  ,                 
V393 Vul  ,                 
AI Sge    ,M6.5             
AS Sge    ,                 
V734 Aql  ,                 
V736 Aql  ,                 
SS Sge    ,                 
AH Cap    ,Me               
V510 Aqr  ,                 
V650 Peg  ,pec(UG)          
MN Peg    ,                 
KM Aqr    ,M0               
FK Aqr    ,M2Ve             
FL Aqr    ,M3Ve             
KU Aqr    ,M3III            
KV Aqr    ,A1V+G8/K1III     
GZ Aqr    ,                 
UV Aqr    ,C                
V639 Peg  ,                 
RY And    ,M8               
V1778 Cyg ,                 
V1385 Cyg ,                 
V1694 Cyg ,                 
V1381 Cyg ,                 
V1750 Cyg ,                 
V1779 Cyg ,                 
V1684 Cyg ,                 
V1651 Cyg ,                 
V1622 Cyg ,                 
V1683 Cyg ,                 
V1659 Cyg ,                 
V1751 Cyg ,ea               
V1365 Cyg ,                 
V1623 Cyg ,                 
V2528 Cyg ,Be               
WX Cyg    ,"C8,2JLi(N3e)     "
V1376 Cyg ,                 
BF And    ,K-M:             
V642 And  ,                 
V636 And  ,                 
BE And    ,M5               
V695 Oph  ,                 
V692 Oph  ,                 
V780 Sco  ,                 
FQ Lib    ,                 
FU Lib    ,                 
FX Aql    ,                 
V1227 Aql ,                 
V413 Aql  ,OB:e             
V853 Aql  ,                 
V1627 Aql ,                 
V371 Aql  ,                 
V1201 Aql ,                 
V361 Aql  ,                 
V1539 Aql ,                 
GG Aql    ,                 
FY Aql    ,M4IIIe           
V1244 Aql ,                 
V365 Aql  ,                 
V1370 Aql ,                 
V1431 Aql ,A0Vb             
V1756 Aql ,                 
V1594 Aql ,                 
V814 Aql  ,                 
V1532 Aql ,                 
V1333 Aql ,K6V-M0V+pec(e)   
V1254 Aql ,                 
V1249 Aql ,                 
V1242 Aql ,                 
V1338 Aql ,                 
GP Aql    ,                 
V1294 Aql ,B0.5IVe          
V1252 Aql ,                 
V979 Aql  ,                 
GH Aql    ,                 
V1608 Aql ,                 
V1625 Aql ,                 
V1563 Aql ,                 
V1578 Aql ,                 
V1635 Aql ,                 
V1568 Aql ,                 
V1634 Aql ,                 
V1555 Aql ,                 
V1574 Aql ,                 
V1613 Aql ,                 
ES Aql    ,R                
V416 Aql  ,                 
V528 Aql  ,pec(Nova)        
V822 Aql  ,B2.5V            
V921 Aql  ,                 
V816 Aql  ,                 
V1130 Aql ,                 
V530 Aql  ,                 
V374 Aql  ,"C7,3(Ne)         "
V1131 Aql ,                 
V1120 Aql ,                 
GN Aql    ,                 
V1138 Aql ,                 
GL Aql    ,                 
V1256 Aql ,                 
V1740 Aql ,                 
V1238 Aql ,                 
V1228 Aql ,                 
V381 Aql  ,                 
V820 Aql  ,                 
V1531 Aql ,                 
V1913 Aql ,                 
V1425 Aql ,pec(Nova)        
V380 Aql  ,                 
V605 Aql  ,C(R0)            
V1830 Aql ,pec(Nova)        
V1565 Aql ,                 
V1192 Aql ,                 
BN Aql    ,                 
GK Aql    ,                 
V1193 Aql ,                 
V1301 Aql ,pec(Nova)        
V1772 Aql ,                 
V1780 Aql ,                 
V1758 Aql ,                 
V1760 Aql ,                 
V1744 Aql ,                 
V1753 Aql ,                 
V1566 Aql ,                 
V1419 Aql ,pec(Nova)        
V1576 Aql ,                 
V1771 Aql ,                 
V1748 Aql ,                 
V1585 Aql ,                 
V1148 Her ,                 
V1146 Her ,                 
ST Her    ,M6-7IIIaS        
V1362 Her ,                 
V1140 Her ,                 
AR Her    ,A7-F3            
QX Boo    ,                 
QZ Boo    ,                 
QS Boo    ,                 
V1139 Her ,                 
V336 Boo  ,                 
QW Boo    ,                 
DG Boo    ,                 
FN Boo    ,K6               
V378 Boo  ,                 
FX Boo    ,                 
V379 Boo  ,M7               
V338 Boo  ,                 
V339 Boo  ,                 
QQ Boo    ,                 
PU Boo    ,                 
V416 Boo  ,                 
QR Boo    ,                 
FM Boo    ,M0               
QY Boo    ,                 
KX Psc    ,pec(UG)          
RT Ari    ,                 
UW Ari    ,B1.5V            
DF Ari    ,                 
BY Ari    ,M5               
BU Ari    ,M1IIIe           
BV Ari    ,M4               
BS Ari    ,K4V              
WY Ari    ,K5Ve             
BT Ari    ,K3               
RZ Ari    ,M6III            
DV Ari    ,                 
BD Ari    ,M7               
SU Ari    ,                 
T Ari     ,M6e-M8e          
AM Ari    ,M1               
BR Ari    ,G0V              
DG Ari    ,                 
V456 Per  ,                 
V568 Per  ,                 
QU Per    ,A2Ve             
V451 Per  ,                 
QV Per    ,                 
V1078 Per ,                 
V458 Per  ,                 
rho Per   ,M4IIb-IIIa       
QW Per    ,                 
ST Per    ,A3V+G-K          
V427 Per  ,                 
QX Per    ,                 
V996 Per  ,                 
V881 Per  ,K0IV             
V571 Per  ,                 
V880 Per  ,                 
V365 Per  ,                 
V990 Per  ,                 
AH Per    ,M0e              
V876 Per  ,                 
V789 Per  ,                 
V597 Per  ,                 
QZ Per    ,                 
PV Per    ,                 
V369 Per  ,                 
V448 Per  ,                 
IN Per    ,M2               
QS Per    ,                 
V453 Per  ,                 
V457 Per  ,                 
V569 Per  ,                 
LS Per    ,A7IV             
PW Per    ,                 
V875 Per  ,K2IV             
V364 Per  ,                 
V564 Per  ,                 
V399 Per  ,                 
V1073 Per ,                 
V366 Per  ,                 
PZ Per    ,M8               
TX Per    ,Gp(M2)-K0e(M2)   
V1075 Per ,                 
V443 Per  ,                 
V874 Per  ,K4V              
PY Per    ,pec(UG)          
AI Per    ,Me               
V872 Per  ,                 
V368 Per  ,                 
V446 Per  ,                 
V447 Per  ,                 
PU Per    ,                 
PX Per    ,                 
V526 Per  ,                 
V626 Per  ,                 
V999 Per  ,                 
BC Per    ,                 
V599 Per  ,                 
V890 Per  ,                 
V888 Per  ,A3               
AY Per    ,A0               
V572 Per  ,                 
LW Per    ,                 
V523 Per  ,                 
V625 Per  ,                 
AL Per    ,                 
AN Per    ,                 
V884 Per  ,                 
V528 Per  ,                 
V570 Per  ,                 
V524 Per  ,                 
V601 Per  ,                 
AO Per    ,M6               
V484 Per  ,                 
